t_us,addr,bus,data_hex
1770548201417311,0x25a,0,0010000000000000
1770548201417319,0xe,2,1fa2200004ff60f9
1770548201417328,0xe,0,1fa2200004ff60f9
1770548201417336,0x23a,2,0018005200050000
1770548201417344,0x23a,0,0018005200050000
1770548201417352,0x20e,2,14402200bc000f00
1770548201417360,0x20e,0,14402200bc000f00
1770548201417369,0x228,2,40c06026
1770548201417377,0x228,0,40c06026
1770548201417384,0x27a,2,2e2e0611080400
1770548201417393,0x27a,0,2e2e0611080400
1770548201417400,0x22a,2,6702982100000000
1770548201417409,0x22a,0,6702982100000000
1770548201417417,0x115,2,00c00080000056
1770548201417425,0x115,0,00c00080000056
1770548201417435,0x24a,2,0f0feba0b900fe00
1770548201417444,0x24a,0,0f0feba0b900fe00
1770548201417452,0x155,2,b26628256b532805
1770548201417463,0x155,0,b26628256b532805
1770548201417472,0x29a,2,0000fe0000000000
1770548201417481,0x29a,0,0000fe0000000000
1770548201417489,0x145,2,ffcf14
1770548201417497,0x145,0,ffcf14
1770548201417504,0x178,2,000000000000d046
1770548201417513,0x178,0,000000000000d046
1770548201417521,0x288,2,0000fc7f00
1770548201417529,0x288,0,0000fc7f00
1770548201417537,0x51e,2,0500000000000000
1770548201417546,0x51e,0,0500000000000000
1770548201417554,0x31e,2,0200000000000000
1770548201417562,0x31e,0,0200000000000000
1770548201417571,0x40e,2,00
1770548201417578,0x40e,0,00
1770548201417585,0x102,2,c799f6fff5fffc1f
1770548201417594,0x102,0,c799f6fff5fffc1f
1770548201417603,0x1d4,2,000400000800a081
1770548201417611,0x1d4,0,000400000800a081
1770548201417620,0x21c,2,0008008487020008
1770548201417628,0x21c,0,0008008487020008
1770548201417636,0x223,2,0000000042000001
1770548201417644,0x223,0,0000000042000001
1770548201417653,0x233,2,300fff0000000000
1770548201417661,0x233,0,300fff0000000000
1770548201417670,0x25c,2,0102000a00002102
1770548201417678,0x25c,0,0102000a00002102
1770548201417686,0x154,2,18321000000040ef
1770548201417694,0x154,0,18321000000040ef
1770548201417703,0x31f,2,0080008008014000
1770548201417711,0x31f,0,0080008008014000
1770548201417734,0x2bf,2,0000529f79eb7a8a
1770548201417743,0x2bf,0,0000529f79eb7a8a
1770548201417752,0x203,2,bc13
1770548201417759,0x203,0,bc13
1770548201417767,0x51f,2,cc1ee900000000
1770548201417775,0x51f,0,cc1ee900000000
1770548201417784,0x106,2,00600080000000e7
1770548201417794,0x106,0,00600080000000e7
1770548201417804,0x20d,2,00
1770548201417811,0x20d,0,00
1770548201417819,0x116,2,ff4ff441831d
1770548201417827,0x116,0,ff4ff441831d
1770548201417835,0x266,2,870200000060cc3f
1770548201417844,0x266,0,870200000060cc3f
1770548201417852,0x136,2,00800080ff37006d
1770548201417860,0x136,0,00800080ff37006d
1770548201417869,0x126,2,1103000000000000
1770548201417877,0x126,0,1103000000000000
1770548201417885,0x2a6,2,9af3ff
1770548201417893,0x2a6,0,9af3ff
1770548201417900,0x20a,2,00000000a01d0000
1770548201417911,0x20a,0,00000000a01d0000
1770548201417922,0x257,2,bc00000000004000
1770548201417930,0x257,0,bc00000000004000
1770548201417939,0xe,2,1fa2200004ff7034
1770548201417947,0xe,0,1fa2200004ff7034
1770548201417955,0x228,2,40c070eb
1770548201417963,0x228,0,40c070eb
1770548201417970,0x41e,2,00
1770548201417977,0x41e,0,00
1770548201417985,0x77d,2,1100400831
1770548201417994,0x77d,0,1100400831
1770548201418001,0x7dd,2,ff0009
1770548201418009,0x7dd,0,ff0009
1770548201418016,0x115,2,00e00080000076
1770548201418025,0x115,0,00e00080000076
1770548201418033,0x155,2,b27628256b632805
1770548201418043,0x155,0,b27628256b632805
1770548201418053,0x145,2,ffef34
1770548201418060,0x145,0,ffef34
1770548201418068,0x178,2,000000000000e056
1770548201418076,0x178,0,000000000000e056
1770548201418084,0x108,2,00000000f107
1770548201418094,0x108,0,00000000f107
1770548201418104,0x148,2,0126076abe04ff9f
1770548201418112,0x148,0,0126076abe04ff9f
1770548201418120,0x358,2,0407100170d03c23
1770548201418129,0x358,0,0407100170d03c23
1770548201418137,0x185,2,366003222002fc5f
1770548201418146,0x185,0,366003222002fc5f
1770548201418154,0x298,2,0000fc7f00
1770548201418161,0x298,0,0000fc7f00
1770548201418169,0x1f8,2,a5f47a91d0f7a605
1770548201418179,0x1f8,0,a5f47a91d0f7a605
1770548201418189,0x102,2,d599f6fff4fffc1f
1770548201418197,0x102,0,d599f6fff4fffc1f
1770548201418206,0x1d4,2,000400000800c0a1
1770548201418214,0x1d4,0,000400000800c0a1
1770548201418223,0x154,2,183210000000600f
1770548201418232,0x154,0,183210000000600f
1770548201418240,0x286,2,00010120000020ca
1770548201418450,0x286,0,00010120000020ca
1770548201418463,0x106,2,0080008000000007
1770548201418476,0x106,0,0080008000000007
1770548201418486,0x116,2,ff4ff441841e
1770548201418495,0x116,0,ff4ff441841e
1770548201418503,0x136,2,00800080ff47007d
1770548201418512,0x136,0,00800080ff47007d
1770548201418520,0x2a6,2,9bf4ff
1770548201418528,0x2a6,0,9bf4ff
1770548201418536,0x236,2,b48009a116
1770548201418543,0x236,0,b48009a116
1770548201418551,0x206,2,000000000000a0a8
1770548201418560,0x206,0,000000000000a0a8
1770548201418568,0x26a,2,de0100
1770548201418575,0x26a,0,de0100
1770548201418584,0xe,2,1fa2200004ff804b
1770548201418592,0xe,0,1fa2200004ff804b
1770548201418600,0x228,2,40c08094
1770548201418608,0x228,0,40c08094
1770548201418616,0x202,2,c45f2d9df005d327
1770548201418625,0x202,0,c45f2d9df005d327
1770548201418633,0x6f2,2,106fb41a6d47d7d1
1770548201418641,0x6f2,0,106fb41a6d47d7d1
1770548201418650,0x212,2,d808125308
1770548201418658,0x212,0,d808125308
1770548201418666,0x115,2,00000080000096
1770548201418674,0x115,0,00000080000096
1770548201418682,0x222,2,000000000010
1770548201418690,0x222,0,000000000010
1770548201418698,0x155,2,b28628256b732805
1770548201418708,0x155,0,b28628256b732805
1770548201418718,0x232,2,1a15ad9a
1770548201418726,0x232,0,1a15ad9a
1770548201418734,0x145,2,ff0f54
1770548201418741,0x145,0,ff0f54
1770548201418749,0x178,2,000000000000f066
1770548201418757,0x178,0,000000000000f066
1770548201418765,0x288,2,0000fc7f00
1770548201418773,0x288,0,0000fc7f00
1770548201418781,0x402,2,1000
1770548201418789,0x402,0,1000
1770548201418797,0x428,2,0010
1770548201418804,0x428,0,0010
1770548201418812,0x3a2,2,001000e0ff20050a
1770548201418820,0x3a2,0,001000e0ff20050a
1770548201418829,0x518,2,007fff0000000080
1770548201418837,0x518,0,007fff0000000080
1770548201418845,0x3a3,2,f6ff0080
1770548201418853,0x3a3,0,f6ff0080
1770548201418861,0x252,2,00000000022b00
1770548201418869,0x252,0,00000000022b00
1770548201418877,0x262,2,0000000000000000
1770548201418885,0x262,0,0000000000000000
1770548201418893,0x34c,2,0000000000000000
1770548201418902,0x34c,0,0000000000000000
1770548201418910,0x272,2,fd14cdff02000000
1770548201418919,0x272,0,fd14cdff02000000
1770548201418928,0x2d2,2,0000e502070000
1770548201418936,0x2d2,0,0000e502070000
1770548201418944,0x248,2,2b2b0bb2013400
1770548201418952,0x248,0,2b2b0bb2013400
1770548201418961,0x102,2,c799f6fff6fffc1f
1770548201418969,0x102,0,c799f6fff6fffc1f
1770548201418978,0x1d4,2,000400000800e0c1
1770548201418987,0x1d4,0,000400000800e0c1
1770548201418995,0x154,2,183210000000802f
1770548201419004,0x154,0,183210000000802f
1770548201419012,0x3a8,2,ffffffffff7e0e
1770548201419020,0x3a8,0,ffffffffff7e0e
1770548201419028,0x106,2,00a0008000000027
1770548201419039,0x106,0,00a0008000000027
1770548201419048,0x116,2,ff4ff441851f
1770548201419057,0x116,0,ff4ff441851f
1770548201419065,0x136,2,00800080ff57008d
1770548201419073,0x136,0,00800080ff57008d
1770548201419082,0x2a6,2,9cf5ff
1770548201419091,0x2a6,0,9cf5ff
1770548201419099,0xe,2,1fa2200004ff9086
1770548201419108,0xe,0,1fa2200004ff9086
1770548201419116,0x228,2,40c09059
1770548201419124,0x228,0,40c09059
1770548201419132,0x115,2,002000800000b6
1770548201419140,0x115,0,002000800000b6
1770548201419148,0x155,2,b29628256b832805
1770548201419159,0x155,0,b29628256b832805
1770548201419169,0x145,2,ff2f74
1770548201419176,0x145,0,ff2f74
1770548201419184,0x178,2,0000000000000076
1770548201419192,0x178,0,0000000000000076
1770548201419201,0x108,2,000000000117
1770548201419211,0x108,0,000000000117
1770548201419221,0x5e8,2,220000000000
1770548201419230,0x5e8,0,220000000000
1770548201419238,0x148,2,0126076abe040faf
1770548201419247,0x148,0,0126076abe040faf
1770548201419255,0x298,2,0000fc7f00
1770548201419263,0x298,0,0000fc7f00
1770548201419271,0x185,2,3770032330020c91
1770548201419279,0x185,0,3770032330020c91
1770548201419288,0x1f8,2,a5f47aa1d007a605
1770548201419298,0x1f8,0,a5f47aa1d007a605
1770548201419308,0x453,2,00000000
1770548201419316,0x453,0,00000000
1770548201419324,0x278,2,00000008248110c3
1770548201419332,0x278,0,00000008248110c3
1770548201419340,0x35c,2,0000000000000000
1770548201419349,0x35c,0,0000000000000000
1770548201419357,0x20c,2,0100e0ff00000000
1770548201419366,0x20c,0,0100e0ff00000000
1770548201419375,0x22c,2,00a07b0000000000
1770548201419383,0x22c,0,00a07b0000000000
1770548201419392,0x138,2,02144c0000
1770548201419400,0x138,0,02144c0000
1770548201419407,0x102,2,ca99f6fff6fffc1f
1770548201419416,0x102,0,ca99f6fff6fffc1f
1770548201419424,0x23c,2,000000787864003e
1770548201419433,0x23c,0,000000787864003e
1770548201419441,0x23e,2,30040100aa550f00
1770548201419449,0x23e,0,30040100aa550f00
1770548201419458,0x1d4,2,00040000080000e1
1770548201419466,0x1d4,0,00040000080000e1
1770548201419475,0x24c,2,00ff000000fe0100
1770548201419484,0x24c,0,00ff000000fe0100
1770548201419492,0x24e,2,050000000000007f
1770548201419500,0x24e,0,050000000000007f
1770548201419508,0x40c,2,00
1770548201419516,0x40c,0,00
1770548201419523,0x54c,2,0300000000000000
1770548201419532,0x54c,0,0300000000000000
1770548201419540,0x154,2,183210000000a04f
1770548201419549,0x154,0,183210000000a04f
1770548201419558,0x204,2,46003581
1770548201419566,0x204,0,46003581
1770548201419573,0x106,2,00c0008000000047
1770548201419584,0x106,0,00c0008000000047
1770548201419593,0x116,2,ff4ff4418620
1770548201419602,0x116,0,ff4ff4418620
1770548201419610,0x136,2,00800080ff67009d
1770548201419618,0x136,0,00800080ff67009d
1770548201419627,0x2a6,2,9df6ff
1770548201419635,0x2a6,0,9df6ff
1770548201419643,0x236,2,b48009b126
1770548201419651,0x236,0,b48009b126
1770548201419659,0x206,2,000000000000b0b8
1770548201419667,0x206,0,000000000000b0b8
1770548201419739,0xe,2,1fa2200004ffa0cc
1770548201419751,0xe,0,1fa2200004ffa0cc
1770548201419760,0x228,2,40c0a013
1770548201419769,0x228,0,40c0a013
1770548201419778,0x115,2,004000800000d6
1770548201419786,0x115,0,004000800000d6
1770548201419795,0x155,2,b2a628256b932805
1770548201419805,0x155,0,b2a628256b932805
1770548201419816,0x145,2,ff4f94
1770548201419824,0x145,0,ff4f94
1770548201419831,0x178,2,0000000000001086
1770548201419840,0x178,0,0000000000001086
1770548201419848,0x288,2,0000fc7f00
1770548201419856,0x288,0,0000fc7f00
1770548201419864,0x368,2,45f15162644c2f00
1770548201419878,0x368,0,45f15162644c2f00
1770548201419893,0x32c,2,0000000000000000
1770548201419904,0x32c,0,0000000000000000
1770548201419917,0x102,2,ca99f7fff6fffc1f
1770548201419935,0x102,0,ca99f7fff6fffc1f
1770548201419944,0x1d4,2,0004000008002001
1770548201419953,0x1d4,0,0004000008002001
1770548201419962,0x154,2,183210000000c06f
1770548201419971,0x154,0,183210000000c06f
1770548201419980,0x2bf,2,0000529f79eb9aaa
1770548201419988,0x2bf,0,0000529f79eb9aaa
1770548201419997,0x106,2,00e0008000000067
1770548201420009,0x106,0,00e0008000000067
1770548201420019,0x116,2,ff4ff4418721
1770548201420029,0x116,0,ff4ff4418721
1770548201420037,0x136,2,00800080ff7700ad
1770548201420046,0x136,0,00800080ff7700ad
1770548201420055,0x2a6,2,9ef7ff
1770548201420063,0x2a6,0,9ef7ff
1770548201420071,0x268,2,00000000c3000000
1770548201420080,0x268,0,00000000c3000000
1770548201420089,0xe,2,1fa2200004ffb001
1770548201420098,0xe,0,1fa2200004ffb001
1770548201420106,0x228,2,40c0b0de
1770548201420115,0x228,0,40c0b0de
1770548201420123,0x115,2,006000800000f6
1770548201420132,0x115,0,006000800000f6
1770548201420140,0x155,2,b2b628256ba32805
1770548201420151,0x155,0,b2b628256ba32805
1770548201420162,0x145,2,ff6fb4
1770548201420170,0x145,0,ff6fb4
1770548201420178,0x178,2,0000000000002096
1770548201420187,0x178,0,0000000000002096
1770548201420196,0x62a,2,b0000000000000ff
1770548201420205,0x62a,0,b0000000000000ff
1770548201420213,0x108,2,000000001127
1770548201420224,0x108,0,000000001127
1770548201420234,0x148,2,0126076abe041fbf
1770548201420243,0x148,0,0126076abe041fbf
1770548201420251,0x398,2,4742900008000000
1770548201420261,0x398,0,4742900008000000
1770548201420270,0x185,2,3770032330021ca1
1770548201420279,0x185,0,3770032330021ca1
1770548201420433,0x1f8,2,a5f47ab1d017a605
1770548201420448,0x1f8,0,a5f47ab1d017a605
1770548201420460,0x298,2,0000fc7f00
1770548201420470,0x298,0,0000fc7f00
1770548201420478,0x388,2,3f3d42004c0000ff
1770548201420488,0x388,0,3f3d42004c0000ff
1770548201420497,0x33c,2,0055555501000000
1770548201420505,0x33c,0,0055555501000000
1770548201420514,0x102,2,cb99f6fff6fffc1f
1770548201420524,0x102,0,cb99f6fff6fffc1f
1770548201420532,0x1d4,2,0004000008004021
1770548201420541,0x1d4,0,0004000008004021
1770548201420550,0x154,2,183210000000e08f
1770548201420559,0x154,0,183210000000e08f
1770548201420568,0x256,2,9c19003000381287
1770548201420580,0x256,0,9c19003000381287
1770548201420592,0x106,2,0000008000000087
1770548201420603,0x106,0,0000008000000087
1770548201420613,0x116,2,ff4ff4418822
1770548201420622,0x116,0,ff4ff4418822
1770548201420631,0x136,2,00800080ff8700bd
1770548201420639,0x136,0,00800080ff8700bd
1770548201420648,0x2a6,2,9ff8ff
1770548201420656,0x2a6,0,9ff8ff
1770548201420664,0x236,2,b48009c136
1770548201420673,0x236,0,b48009c136
1770548201420681,0x206,2,000000000000c0c8
1770548201420690,0x206,0,000000000000c0c8
1770548201420699,0xe,2,1fa2200004ffc058
1770548201420708,0xe,0,1fa2200004ffc058
1770548201420716,0x228,2,40c0c087
1770548201420725,0x228,0,40c0c087
1770548201420733,0x115,2,00800080000016
1770548201420742,0x115,0,00800080000016
1770548201420750,0x155,2,b2c628256bb32805
1770548201420761,0x155,0,b2c628256bb32805
1770548201420772,0x145,2,ff8fd4
1770548201420781,0x145,0,ff8fd4
1770548201420789,0x178,2,00000000000030a6
1770548201420797,0x178,0,00000000000030a6
1770548201420806,0x288,2,0000fc7f00
1770548201420815,0x288,0,0000fc7f00
1770548201420823,0x44d,2,0000000000000000
1770548201420832,0x44d,0,0000000000000000
1770548201420842,0x408,2,b0
1770548201420849,0x408,0,b0
1770548201420857,0x210,2,0000dc15168900
1770548201420866,0x210,0,0000dc15168900
1770548201420874,0x36c,2,0000000000000000
1770548201420883,0x36c,0,0000000000000000
1770548201420892,0x102,2,d799f6fff6fffc1f
1770548201420901,0x102,0,d799f6fff6fffc1f
1770548201420910,0x1d4,2,0004000008006041
1770548201420919,0x1d4,0,0004000008006041
1770548201420928,0x258,2,a0c800d8000005ed
1770548201420936,0x258,0,a0c800d8000005ed
1770548201420945,0x154,2,18321000000000af
1770548201420954,0x154,0,18321000000000af
1770548201420963,0x106,2,00200080000000a7
1770548201420973,0x106,0,00200080000000a7
1770548201420984,0x116,2,ff4ff4418923
1770548201420992,0x116,0,ff4ff4418923
1770548201421001,0x136,2,00800080ff9700cd
1770548201421010,0x136,0,00800080ff9700cd
1770548201421018,0x2a6,2,a0f9ff
1770548201421027,0x2a6,0,a0f9ff
1770548201421035,0xe,2,1fa2200004ffd095
1770548201421044,0xe,0,1fa2200004ffd095
1770548201421053,0x228,2,40c0d04a
1770548201421061,0x228,0,40c0d04a
1770548201421069,0x238,2,40c800000000403d
1770548201421078,0x238,0,40c800000000403d
1770548201421087,0x115,2,00a00080000036
1770548201421095,0x115,0,00a00080000036
1770548201421104,0x2d5,2,0c202023
1770548201421112,0x2d5,0,0c202023
1770548201421121,0x155,2,b2d628256bc32805
1770548201421133,0x155,0,b2d628256bc32805
1770548201421144,0x2e5,2,89000000004809f6
1770548201421153,0x2e5,0,89000000004809f6
1770548201421162,0x145,2,ffaff4
1770548201421170,0x145,0,ffaff4
1770548201421178,0x178,2,00000000000040b6
1770548201421187,0x178,0,00000000000040b6
1770548201421196,0x108,2,000000002137
1770548201421206,0x108,0,000000002137
1770548201421216,0x148,2,0126076abd042fce
1770548201421225,0x148,0,0126076abd042fce
1770548201421235,0x1a5,2,0f03000000000000
1770548201421244,0x1a5,0,0f03000000000000
1770548201421253,0x185,2,3770032330022cb1
1770548201421262,0x185,0,3770032330022cb1
1770548201421271,0x1f8,2,a5f47ac1d027a605
1770548201421282,0x1f8,0,a5f47ac1d027a605
1770548201421293,0x253,2,0000e0282800
1770548201421302,0x253,0,0000e0282800
1770548201421310,0x2c8,2,6e8d1b611c24b031
1770548201421320,0x2c8,0,6e8d1b611c24b031
1770548201421328,0x37c,2,0000000000000000
1770548201421337,0x37c,0,0000000000000000
1770548201421346,0x298,2,0000fc7f00
1770548201421355,0x298,0,0000fc7f00
1770548201421363,0x102,2,c999f7fff5fffc1f
1770548201421372,0x102,0,c999f7fff5fffc1f
1770548201421380,0x1d4,2,0004000008008061
1770548201421389,0x1d4,0,0004000008008061
1770548201421398,0x154,2,18321000000020cf
1770548201421407,0x154,0,18321000000020cf
1770548201421416,0x106,2,00400080000000c7
1770548201421427,0x106,0,00400080000000c7
1770548201421438,0x116,2,ff4ff4418a24
1770548201421446,0x116,0,ff4ff4418a24
1770548201421455,0x136,2,00800080ffa700dd
1770548201421464,0x136,0,00800080ffa700dd
1770548201421473,0x2a6,2,a1faff
1770548201421481,0x2a6,0,a1faff
1770548201421489,0x236,2,b48009d146
1770548201421497,0x236,0,b48009d146
1770548201421506,0x206,2,000000000000d0d8
1770548201421514,0x206,0,000000000000d0d8
1770548201421523,0xe,2,1fa2200004ffe0df
1770548201421532,0xe,0,1fa2200004ffe0df
1770548201421541,0x228,2,40c0e000
1770548201421549,0x228,0,40c0e000
1770548201421557,0x115,2,00c00080000056
1770548201421566,0x115,0,00c00080000056
1770548201421574,0x155,2,b2e628256bd32805
1770548201421584,0x155,0,b2e628256bd32805
1770548201421595,0x145,2,ffcf14
1770548201421604,0x145,0,ffcf14
1770548201421612,0x178,2,00000000000050c6
1770548201421621,0x178,0,00000000000050c6
1770548201421630,0x288,2,0000fc7f00
1770548201421638,0x288,0,0000fc7f00
1770548201421647,0x378,2,0080008000800080
1770548201421656,0x378,0,0080008000800080
1770548201421664,0x102,2,a499f6fff7fffc1f
1770548201421673,0x102,0,a499f6fff7fffc1f
1770548201421682,0x1d4,2,000400000800a081
1770548201421691,0x1d4,0,000400000800a081
1770548201421700,0x154,2,18321000000040ef
1770548201421709,0x154,0,18321000000040ef
1770548201421717,0x204,2,46003682
1770548201421726,0x204,0,46003682
1770548201421734,0x2bf,2,0000529f79ebbaca
1770548201421743,0x2bf,0,0000529f79ebbaca
1770548201421751,0x106,2,00600080000000e7
1770548201421762,0x106,0,00600080000000e7
1770548201421772,0x116,2,ff4ff4418b25
1770548201421781,0x116,0,ff4ff4418b25
1770548201421790,0x136,2,00800080ffb700ed
1770548201421799,0x136,0,00800080ffb700ed
1770548201421808,0x2a6,2,a2fbff
1770548201421816,0x2a6,0,a2fbff
1770548201421824,0xe,2,1fa2200004fff012
1770548201421832,0xe,0,1fa2200004fff012
1770548201421841,0x228,2,40c0f0cd
1770548201421850,0x228,0,40c0f0cd
1770548201421858,0x115,2,00e00080000076
1770548201421867,0x115,0,00e00080000076
1770548201421875,0x155,2,b2f628256be32805
1770548201421886,0x155,0,b2f628256be32805
1770548201421896,0x145,2,ffef34
1770548201421905,0x145,0,ffef34
1770548201421913,0x178,2,00000000000060d6
1770548201421922,0x178,0,00000000000060d6
1770548201421930,0x108,2,000000003147
1770548201421941,0x108,0,000000003147
1770548201421951,0x3d8,2,ad0600
1770548201421960,0x3d8,0,ad0600
1770548201421968,0x148,2,0126076abe043fdf
1770548201421976,0x148,0,0126076abe043fdf
1770548201421985,0x298,2,0000fc7f00
1770548201421994,0x298,0,0000fc7f00
1770548201422003,0x185,2,3770032330023cc1
1770548201422012,0x185,0,3770032330023cc1
1770548201422021,0x1f8,2,a5f47ad1d037a605
1770548201422032,0x1f8,0,a5f47ad1d037a605
1770548201422042,0x28a,2,0000ff1f00000000
1770548201422051,0x28a,0,0000ff1f00000000
1770548201422060,0x21a,2,a7000a004a008a00
1770548201422069,0x21a,0,a7000a004a008a00
1770548201422078,0x102,2,d699f6fff6fffc1f
1770548201422087,0x102,0,d699f6fff6fffc1f
1770548201422096,0x3da,2,01046be1864e0000
1770548201422104,0x3da,0,01046be1864e0000
1770548201422113,0x3ca,2,0080808080000000
1770548201422122,0x3ca,0,0080808080000000
1770548201422131,0x1d4,2,000400000800c0a1
1770548201422140,0x1d4,0,000400000800c0a1
1770548201422148,0x2aa,2,2b2b4350c9000000
1770548201422157,0x2aa,0,2b2b4350c9000000
1770548201422166,0x154,2,183210000000600f
1770548201422175,0x154,0,183210000000600f
1770548201422184,0x106,2,0080008000000007
1770548201422194,0x106,0,0080008000000007
1770548201422205,0x116,2,ff4ff4418c26
1770548201422213,0x116,0,ff4ff4418c26
1770548201422222,0x136,2,00800080ffc700fd
1770548201422231,0x136,0,00800080ffc700fd
1770548201422239,0x2a6,2,a3fcff
1770548201422248,0x2a6,0,a3fcff
1770548201422257,0x236,2,b48009e156
1770548201422395,0x236,0,b48009e156
1770548201422407,0x206,2,000000000000e0e8
1770548201422417,0x206,0,000000000000e0e8
1770548201422427,0xe,2,1fa2200004ff006d
1770548201422435,0xe,0,1fa2200004ff006d
1770548201422444,0x25a,2,0010000000000000
1770548201422454,0x25a,0,0010000000000000
1770548201422462,0x228,2,40c000b2
1770548201422471,0x228,0,40c000b2
1770548201422480,0x20e,2,14402200bc000f00
1770548201422489,0x20e,0,14402200bc000f00
1770548201422498,0x29a,2,0000fe0000000000
1770548201422506,0x29a,0,0000fe0000000000
1770548201422515,0x23a,2,0018005200050000
1770548201422524,0x23a,0,0018005200050000
1770548201422533,0x27a,2,2e2e0611080400
1770548201422542,0x27a,0,2e2e0611080400
1770548201422551,0x115,2,00000080000096
1770548201422559,0x115,0,00000080000096
1770548201422568,0x24a,2,0f0feba0b900fe00
1770548201422577,0x24a,0,0f0feba0b900fe00
1770548201422586,0x155,2,b20628256bf32805
1770548201422597,0x155,0,b20628256bf32805
1770548201422608,0x22a,2,6702982100000000
1770548201422617,0x22a,0,6702982100000000
1770548201422626,0x145,2,ff0f54
1770548201422635,0x145,0,ff0f54
1770548201422643,0x178,2,00000000000070e6
1770548201422652,0x178,0,00000000000070e6
1770548201422661,0x288,2,0000fc7f00
1770548201422670,0x288,0,0000fc7f00
1770548201422678,0x51e,2,0600000000000000
1770548201422687,0x51e,0,0600000000000000
1770548201422696,0x40e,2,00
1770548201422704,0x40e,0,00
1770548201422711,0x102,2,af99f6fff7fffc1f
1770548201422720,0x102,0,af99f6fff7fffc1f
1770548201422729,0x1d4,2,000400000800e0c1
1770548201422738,0x1d4,0,000400000800e0c1
